seed,episodes,selector,avg_total_penalty,avg_regret,avg_switch_cost
1,120,MLP Selector,0.0761763892079444,0.06194722254127795,0.014229166666666456
1,120,Temporal MoE,0.18243356793474916,0.16045440126808286,0.02197916666666629
1,120,Temporal Soft Cluster ISAC,0.06983095455825464,0.0625184545582547,0.007312499999999935
1,160,Oracle,0.0,0.0,0.0
1,160,Global Best,0.0868111324694603,0.0868111324694603,0.0
1,160,Random,0.28293842804092517,0.24842280304092418,0.03451562500000102
1,160,Cluster ISAC,0.07809352388800453,0.06504664888800474,0.013046874999999791
1,160,DGCAC-inspired,0.08265948741066911,0.07601886241066919,0.006640624999999928
1,160,Privileged Classifier,0.0891323357446649,0.0764135857446651,0.012718749999999798
1,160,Regressor,0.08030532706572793,0.06564907706572817,0.014656249999999756
1,160,MLP Selector,0.07454321416499014,0.06134008916499036,0.013203124999999788
1,160,Temporal MoE,0.18837507897063818,0.16735945397063856,0.02101562499999962
1,160,Temporal Soft Cluster ISAC,0.07129813217974042,0.06518875717974047,0.006109374999999939
1,200,Oracle,0.0,0.0,0.0
1,200,Global Best,0.0853325631861978,0.0853325631861978,0.0
1,200,Random,0.2711508195177157,0.23681331951771384,0.034337500000001867
1,200,Cluster ISAC,0.0737892162691462,0.061001716269146404,0.012787499999999783
1,200,DGCAC-inspired,0.07312035406907398,0.06725785406907404,0.00586249999999993
1,200,Privileged Classifier,0.07914515445021099,0.0658326544502112,0.013312499999999772
1,200,Regressor,0.08019370494181394,0.06724370494181416,0.01294999999999978
1,200,MLP Selector,0.07812621634663111,0.061663716346631404,0.016462499999999703
1,200,Temporal MoE,0.18780860608731395,0.1683586060873143,0.01944999999999964
1,200,Temporal Soft Cluster ISAC,0.06794594111367341,0.061808441113673486,0.006137499999999924
2,20,Oracle,0.0,0.0,0.0
2,20,Global Best,0.1093360470357622,0.1093360470357622,0.0
2,20,Random,0.3516483120715795,0.3176483120715797,0.03399999999999982
2,20,Cluster ISAC,0.08124326328532105,0.06886826328532104,0.012375000000000008
2,20,DGCAC-inspired,0.0868673886685052,0.0809923886685052,0.0058750000000000035
2,20,Privileged Classifier,0.08254589661444231,0.0705458966144423,0.012000000000000007
2,20,Regressor,0.08549855852177224,0.07187355852177223,0.013625000000000009
2,20,MLP Selector,0.07937043305394556,0.06649543305394555,0.012875000000000008
2,20,Temporal MoE,0.16459305096060167,0.14184305096060165,0.022750000000000017
2,20,Temporal Soft Cluster ISAC,0.09682412796629877,0.08719912796629878,0.009625000000000005
2,40,Oracle,0.0,0.0,0.0
